Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seconds,time_signature,Class
31.0,0.699,0.532,9.0,-9.765,1,0.0361,0.844,0.000758,0.118,0.682,126.091,167.173,4,2
48.4,0.633,0.885,11.0,-5.610933588099993,0,0.035059999999999994,0.0294,0.001430498,0.339,0.394,92.075,142.64000000000001,4,10
63.4,0.409,0.51,4.0,-9.171587395599998,0,0.038360000000000005,0.205,0.1944345,0.08653999999999999,0.138,137.19,191.56053871,4,6
73.0,0.54,0.584,7.0,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,386.493,4,8
45.4,0.813,0.706,1.0,-7.371610932649601,1,0.057940000000000005,0.0696,0.004286779999999999,0.26256,0.557,115.001,208.3784,4,9
41.0,0.466,0.938,1.0,-5.176,0,0.0703,0.0023,1.69e-6,0.232,0.287,85.539,221.85500000000002,4,8
57.2,0.751,0.88,5.0,-5.6692944831999945,0,0.043859999999999996,0.0599,0.011993202000000001,0.327,0.928,100.047,148.013,4,9
71.0,0.806,0.462,2.0,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191.227,4,10
43.6,0.647,0.608,9.0,-8.2249598889472,1,0.04636,0.13,0.01135602,0.0584,0.474,125.994,175.238,4,9
47.4,0.391,0.808,8.0,-6.437726087987199,0,0.08068,0.0759,0.07405697800000001,0.149,0.737,100.304,203.507,4,6
82.0,0.808,0.97,10.0,-6.098,0,0.0506,0.0569,6.13e-5,0.154,0.868,114.328,242.293,4,9
41.8,0.633,0.766,2.0,-6.8373947990176,1,0.05094,0.00791,0.2147404,0.14576,0.394,133.017,264.2262,4,1
60.0,0.46,0.586,9.0,-6.32,1,0.0281,0.446,1.74e-5,0.0831,0.489,122.014,226.9600002,4,Other
37.0,0.827,0.519,4.0,-9.547,1,0.0337,0.768,0.00328,0.11,0.812,119.003,185.637,4,Other
52.2,0.279,0.969,1.0,-4.5047625852904005,1,0.08948,0.000418,0.659,0.389,0.34,159.794,172.5,4,8
28.6,0.833,0.766,7.0,-6.8373947990176,1,0.04462,0.0796,3.82e-6,0.158,0.63,144.916,211.834,4,5
34.0,0.403,0.394,2.0,-10.5970810470304,1,0.055220000000000005,0.426,0.063144214,0.11179999999999998,0.471,81.675,279.8718,4,2
41.4,0.47,0.654,2.0,-7.8209950477984,1,0.04192,0.0172,0.042640254,0.178,0.33,87.997,244.836,4,6
44.6,0.153,0.0432,9.0,-19.12244368041902,1,0.03764,0.989,0.400612,0.103,0.0544,88.852,273.0,4,Other
19.0,0.831,0.444,9.0,-5.787,0,0.0433,0.000351,0.000216,0.0724,0.924,121.994,192.12,4,6
50.4,0.392,0.951,6.0,-4.763783990845596,1,0.05658,6.47e-5,0.008635512,0.247,0.438,160.005,201.453,4,10
34.8,0.677,0.696,2.0,-7.458311811481602,1,0.06486,0.321,0.0031808799999999996,0.14448,0.464,90.03,194.79028,4,9
25.0,0.326,0.897,1.0,-6.622,0,0.0793,0.0093,0.288,0.115,0.401,164.741,191.493,4,1
42.0,0.548,0.543,11.0,-7.309,1,0.0315,0.234,7.64e-6,0.107,0.584,80.979,134.78,4,6
42.4,0.606,0.457,11.0,-9.769859524400799,1,0.0524,0.0987,0.026461036000000004,0.146,0.213,81.941,213.333,4,10
41.6,0.724,0.314,11.0,-11.8826122063264,0,0.036520000000000004,0.813,0.017521340000000003,0.146,0.877,114.668,191.667,4,2
31.0,0.545,0.356,4.0,-15.239,1,0.0937,0.829,0.00053,0.297,0.427,144.235,263.33299997999995,4,Other
47.0,0.645,0.867,7.0,-2.326,1,0.182,0.119,1.98e-5,0.413,0.337,113.988,191.459,4,9
69.0,0.234,0.865,9.0,-5.131,1,0.0516,3.62e-5,0.000532,0.289,0.194,137.107,255.96,4,10
40.8,0.65,0.825,2.0,-6.267091862499996,1,0.08408,0.0215,0.0679248,0.20926,0.593,118.091,201.6082,4,9
47.0,0.248,0.924,4.0,-5.561,0,0.192,2.0e-5,0.00993,0.0964,0.268,124.875,259.003,4,8
54.0,0.393,0.964,3.0,-8.838,1,0.144,0.000735,0.0196,0.34,0.352,151.898,239.28,4,6
34.0,0.261,0.916,11.0,-6.726,0,0.147,0.00063,0.000339,0.104,0.295,146.328,297.173,4,8
68.0,0.83,0.77,5.0,-3.364,0,0.1,0.444,7.24e-5,0.23,0.739,82.001,237.627,4,9
52.0,0.438,0.72,2.0,-7.2494769088,1,0.07266,0.579,0.06612885,0.301,0.94,102.259,232.413,4,Other
10.0,0.836,0.823,11.0,-3.513,0,0.0583,0.00343,0.472,0.0665,0.896,139.968,260.65,4,5
43.0,0.473,0.441,11.0,-9.966768357757601,0,0.04087999999999999,0.429,0.017727122,0.102,0.204,155.739,170.45599998000003,4,Other
58.8,0.53,0.751,11.0,-6.9740846874856,0,0.0291,0.144,0.0017,0.0874,0.905,124.204,223.707,4,2
23.0,0.521,0.714,6.0,-7.658,1,0.103,0.479,0.000641,0.225,0.96,134.991,295.926,4,Other
36.0,0.512,0.151,8.0,-15.6044828414056,1,0.0437,0.808,0.0489,0.137,0.805,168.77,145.99999998,1,Other
34.2,0.0755,0.0167,5.0,-20.14124871530613,1,0.050559999999999994,0.162,0.38520389999999993,0.10412000000000002,0.0334,75.151,108.3723309333334,3,8
37.0,0.631,0.883,9.0,-6.683,1,0.0567,0.242,0.454,0.11,0.38,108.005,317.507,4,1
56.0,0.437,0.104,3.0,-17.0205766979584,1,0.0307,0.893,0.00124,0.11,0.544,101.718,196.467,4,Other
39.4,0.535,0.948,6.0,-4.805693847155194,0,0.0763,0.00225,0.0024808599999999997,0.376,0.778,103.183,173.68,4,1
44.0,0.62,0.688,7.0,-9.09,1,0.0539,0.044,0.0097,0.112,0.832,122.986,289.133,4,10
24.0,0.582,0.867,6.0,-10.729,0,0.0311,0.0584,0.779,0.209,0.873,157.953,103.497,4,6
22.0,0.829,0.693,5.0,-6.682,0,0.0768,0.0584,0.0211,0.0643,0.854,98.007,233.227,4,5
36.2,0.407,0.858,9.0,-5.917664567747197,0,0.05800000000000001,0.0476,0.16529143400000001,0.206,0.293,141.882,260.96,4,10
41.0,0.406,0.811,2.0,-7.019,1,0.0877,0.00598,0.612,0.0603,0.497,162.749,266.753,4,10
36.0,0.724,0.447,6.0,-9.72,0,0.0508,0.697,1.43e-6,0.0971,0.417,123.01,219.429,4,9
63.0,0.634,0.665,5.0,-7.725901660899997,0,0.04844,0.442,0.000180722,0.139,0.414,104.928,191.286,4,9
50.0,0.491,0.817,2.0,-6.348114035312793,1,0.11744000000000002,0.129,0.0009115980000000001,0.10291999999999998,0.895,156.248,148.5020893333334,3,6
44.8,0.298,0.546,4.0,-8.804502965161598,0,0.05532,0.121,0.0377124,0.122,0.235,183.307,293.50600000000003,3,9
52.2,0.882,0.839,4.0,-6.121979793546398,1,0.07061999999999999,0.156,0.08300282,0.132,0.71,117.032,170.653,4,9
32.0,0.507,0.336,6.0,-9.976,0,0.0311,0.811,0.000116,0.0791,0.129,123.985,212.0,4,9
62.8,0.777,0.693,1.0,-7.484259773879199,1,0.07383999999999999,0.246,0.0139,0.249,0.485,126.005,447.0,4,1
35.0,0.278,0.975,4.0,-3.406,1,0.0745,1.04e-5,0.000181,0.0613,0.505,172.335,229.12,4,10
45.2,0.536,0.954,7.0,-4.721520456438402,1,0.06182,0.0302,0.36540355999999996,0.26680000000000004,0.808,155.837,253.42120000000003,4,2
56.2,0.65,0.518,2.0,-9.0875916748192,1,0.0363,0.00721,0.004738000000000001,0.2452,0.603,138.822,309.0964,4,1
66.0,0.699,0.579,1.0,-6.504,1,0.0416,0.267,0.00602,0.452,0.128,109.948,247.613,4,6
3.0,0.66,0.485,2.0,-8.101,1,0.0258,0.244,0.0102,0.0585,0.828,99.828,302.52,4,1
45.0,0.607,0.418,1.0,-10.2650324984992,1,0.08686,0.394,0.13201394000000002,0.182,0.386,95.002,171.1999998,4,9
43.0,0.677,0.716,9.0,-7.284481013977599,1,0.11448,0.0367,0.1475486,0.148,0.828,164.022,232.81300000000002,4,10
49.0,0.353,0.392,2.0,-13.039,1,0.0339,0.931,0.0439,0.337,0.168,84.586,260.025,4,6
28.4,0.78,0.601,11.0,-8.287889891965598,0,0.06548000000000001,0.478,0.024419,0.278,0.765,108.039,211.25,4,9
37.0,0.58,0.843,4.0,-5.575,0,0.094,0.00321,0.112,0.222,0.666,138.034,231.761,4,2
41.6,0.727,0.0991,8.0,-17.178349071158497,1,0.03865999999999999,0.895,5.81e-6,0.0989,0.663,109.727,190.665,4,2
44.0,0.728,0.054,11.0,-18.7255945185184,0,0.038,0.91,0.048,0.12,0.425,78.033,338.333,4,2
19.0,0.398,0.862,10.0,-5.456,1,0.0468,0.0353,0.000192,0.333,0.845,172.555,223.25900000000001,4,1
42.8,0.604,0.932,6.0,-5.023399121420795,0,0.036879999999999996,0.0169,0.072469002,0.154,0.307,90.017,188.34,4,10
37.0,0.292,0.372,10.0,-13.595,1,0.0404,0.355,0.000448,0.286,0.384,75.98,271.2,3,2
42.0,0.887,0.485,11.0,-9.4441905961,0,0.09008000000000001,0.0392,0.0366326,0.141,0.328,125.987,215.693,4,9
23.0,0.468,0.86,8.0,-7.361,1,0.135,0.000706,0.00205,0.323,0.665,137.211,323.493,4,10
58.0,0.592,0.805,2.0,-7.995,1,0.0371,0.000128,0.000211,0.0916,0.505,116.072,216.787,4,1
58.0,0.456,0.943,9.0,-3.819,1,0.0553,0.00753,0.143,0.078,0.666,148.017,268.4,4,10
37.0,0.499,0.642,1.0,-7.9251731386527995,1,0.08412,0.0164,0.0074527659999999996,0.254,0.107,161.945,177.655,4,10
56.8,0.882,0.553,7.0,-8.736128312471196,1,0.052759999999999994,0.149,0.08234098200000001,0.26287999999999995,0.632,110.971,258.2948,4,9
44.0,0.377,0.133,9.0,-16.1264306207272,0,0.05696,0.987,0.1652156,0.17497999999999997,0.123,144.425,69.6793139933332,4,Other
56.6,0.641,0.774,2.0,-6.763340748534402,1,0.0278,0.0543,1.05e-5,0.0473,0.942,89.787,141.6,4,10
45.0,0.587,0.252,6.0,-13.1028010910848,1,0.05696,0.842,0.22657347999999997,0.0946,0.332,117.296,177.4,4,10
58.0,0.872,0.501,9.0,-9.267900448285598,1,0.07106,0.371,0.11653400000000003,0.0939,0.848,119.964,196.0,4,9
30.0,0.73,0.585,1.0,-11.02,1,0.0418,0.187,0.0139,0.0962,0.783,110.031,233.958,4,9
34.8,0.787,0.255,7.0,-13.038672345699998,1,0.035219999999999994,0.777,0.074515366,0.08392,0.6,105.97,226.59895755666602,4,2
53.0,0.547,0.647,11.0,-8.53,0,0.0728,0.00431,0.66,0.1,0.404,166.214,220.217,4,10
87.0,0.734,0.855,6.0,-4.578,0,0.135,0.0821,4.73e-6,0.0901,0.54,121.955,139.56300000000002,4,9
32.0,0.502,0.472,2.0,-13.662,1,0.161,0.59,0.00267,0.087,0.754,104.404,272.373,4,2
35.0,0.547,0.445,4.0,-11.068,0,0.0292,0.83,3.1e-6,0.546,0.351,74.215,263.173,3,10
48.0,0.73,0.631,7.0,-8.021277769789599,0,0.03672,0.00576,0.0002746,0.259,0.652,94.976,203.905,4,10
50.0,0.325,0.865,8.0,-4.592,1,0.0507,0.000111,0.725,0.196,0.254,177.887,208.97400000000002,4,1
52.8,0.618,0.895,7.0,-5.491953907299997,1,0.05696,0.0107,0.019008,0.0909,0.688,133.016,256.0,4,10
95.0,0.439,0.61,9.0,-7.236,1,0.116,0.593,1.07e-5,0.341,0.172,181.088,215.508,4,9
49.0,0.0951,0.155,7.0,-15.491824293699999,0,0.0342,0.865,0.776,0.0922,0.138,163.072,159.747,3,1
27.0,0.349,0.672,6.0,-8.193,0,0.0366,0.00184,3.71e-5,0.245,0.236,77.375,237.893,4,10
48.2,0.461,0.825,8.0,-6.267091862499996,1,0.061340000000000006,0.0246,0.2101896,0.224,0.412,198.045,159.394,4,9
50.4,0.514,0.948,2.0,-4.805693847155194,1,0.07654000000000001,7.36e-5,0.008682748,0.19779999999999998,0.343,160.009,212.0564,4,10
56.0,0.36,0.895,9.0,-3.795,1,0.117,0.0329,1.18e-6,0.06,0.424,168.214,182.68,4,10
33.8,0.4,0.906,2.0,-5.357456077609598,1,0.09340000000000001,5.12e-5,0.0373835,0.25257999999999997,0.227,100.052,230.951,4,1
78.0,0.751,0.501,5.0,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190.627,4,10
43.0,0.906,0.45,7.0,-9.854987050000002,1,0.06272,0.149,0.16052555200000002,0.13434,0.969,103.476,184.9578029766666,4,10
39.0,0.414,0.484,6.0,-13.059,1,0.0464,0.982,0.617,0.116,0.305,113.26,337.067,1,10
57.0,0.616,0.753,7.0,-6.956009258711198,1,0.10586,0.106,0.312202744,0.267,0.553,85.002,178.93200000000002,4,5
29.0,0.559,0.542,8.0,-6.523,1,0.0362,0.404,1.06e-5,0.208,0.359,129.241,383.947,3,2
56.0,0.865,0.226,3.0,-14.259,0,0.0925,0.749,0.000917,0.0656,0.675,113.979,105.48700000000001,4,5
30.6,0.655,0.723,7.0,-7.2231582765352,1,0.04784,5.77e-5,0.13825752799999996,0.125,0.591,139.933,411.895,4,5
50.0,0.51,0.957,7.0,-3.968,1,0.149,0.00268,0.0697,0.267,0.389,97.642,217.493,4,10
43.0,0.737,0.678,6.0,-6.309,1,0.0436,0.0774,0.000413,0.152,0.38,108.981,292.294,4,9
57.4,0.72,0.863,2.0,-5.862376863383197,1,0.06667999999999999,0.0174,0.045410000000000006,0.178,0.363,139.98,250.30700000000002,4,5
39.6,0.693,0.88,11.0,-5.6692944831999945,0,0.06772,0.0901,0.13910740000000005,0.211,0.397,88.088,278.8,4,5
53.0,0.29,0.728,8.0,-9.929,1,0.115,0.000495,0.402,0.128,0.0487,162.744,510.587,4,8
44.6,0.499,0.0705,2.0,-18.1392521341522,1,0.03378,0.934,0.37146999999999997,0.10538,0.268,106.566,289.863800016,4,6
43.4,0.547,0.955,7.0,-4.707353349700007,1,0.08656,7.57e-6,0.05132188000000001,0.15132,0.303,119.998,221.78300000000002,4,8
46.0,0.704,0.667,5.0,-5.299,1,0.19,0.262,8.42e-6,0.106,0.592,148.205,217.708,4,9
30.4,0.62,0.597,2.0,-8.324082429008797,1,0.05406,0.372,0.000590496,0.23217999999999997,0.43,123.955,213.6198,4,9
42.8,0.156,0.901,6.0,-5.419073039005596,1,0.07578000000000001,1.99e-5,0.23254800000000003,0.035,0.171,145.627,349.969,3,8
46.4,0.654,0.949,1.0,-4.7917629544744,1,0.06522,0.423,3.23e-5,0.0947,0.649,92.878,307.596,4,5
38.0,0.69,0.47,1.0,-8.293,1,0.0392,0.662,0.000232,0.0905,0.628,147.942,231.997,4,5
46.0,0.735,0.798,9.0,-3.829,0,0.0578,0.00697,0.00968,0.194,0.501,115.98,197.75,4,10
46.0,0.558,0.508,8.0,-8.398,1,0.0308,0.498,0.000467,0.154,0.512,155.782,253.983,4,1
38.0,0.448,0.78,5.0,-7.635,1,0.0606,0.000558,0.000724,0.152,0.611,136.732,195.84,4,8
33.0,0.679,0.228,10.0,-14.992,1,0.0421,0.993,0.0363,0.164,0.491,82.516,191.582,4,2
54.0,0.895,0.469,1.0,-9.627466342890397,1,0.0661,0.0012,4.56e-5,0.192,0.076,126.917,138.542,4,5
37.0,0.469,0.361,2.0,-7.381,1,0.0769,0.516,2.73e-6,0.128,0.384,174.742,221.42000000000002,3,6
42.8,0.406,0.833,4.0,-6.184706881367205,0,0.06724,0.00227,0.12312796,0.154,0.263,159.944,248.392,4,6
41.0,0.534,0.649,2.0,-5.526,1,0.041,0.0438,0.00474,0.0946,0.528,159.88,255.118,4,2
26.0,0.509,0.141,1.0,-10.331,0,0.0393,0.98,5.8e-5,0.0825,0.341,142.93,252.20000000000002,4,9
37.0,0.58,0.843,4.0,-5.575,0,0.094,0.00321,0.112,0.222,0.666,138.034,231.761,4,10
41.0,0.51,0.723,2.0,-6.72,1,0.0331,0.0367,7.88e-5,0.161,0.499,89.964,376.619,4,2
38.8,0.497,0.159,9.0,-15.3803567861224,0,0.039439999999999996,0.00204,0.322369432,0.113,0.036,110.079,110.48,4,10
73.0,0.748,0.297,1.0,-10.613,1,0.132,0.485,0.27,0.138,0.114,123.983,131.587,4,9
53.0,0.482,0.471,10.0,-13.873,0,0.0334,0.181,0.00167,0.112,0.342,88.557,316.053,4,10
52.4,0.471,0.389,4.0,-10.6691132557864,0,0.028,0.772,0.151,0.0853,0.136,149.97,254.4,3,Other
45.6,0.346,0.911,7.0,-5.295017424253597,1,0.05521999999999999,4.09e-6,0.07114699999999999,0.28,0.396,137.934,196.25300000000001,4,10
41.2,0.711,0.689,1.0,-7.518823663626399,0,0.039900000000000005,0.114,0.00046156,0.0696,0.443,115.01,190.32,4,10
38.8,0.734,0.729,1.0,-7.170335728458399,0,0.06165999999999999,0.147,0.0309674,0.0672,0.805,76.03,118.43900000000001,4,5
50.0,0.385,0.927,9.0,-4.57,1,0.0535,1.67e-5,0.0004,0.377,0.487,180.08,335.347,4,8
32.0,0.436,0.304,5.0,-9.016,0,0.0318,0.364,6.8e-5,0.101,0.283,114.008,220.4,4,9
32.0,0.546,0.853,4.0,-5.361,0,0.064,0.000198,1.05e-5,0.069,0.771,128.056,147.293,4,10
44.0,0.362,0.142,7.0,-14.888,1,0.0378,0.891,0.00021,0.0983,0.19,79.722,211.69300002,4,Other
52.4,0.167,0.499,9.0,-9.2895746959144,0,0.07268,0.27,0.044341759999999994,0.108,0.0394,111.945,428.803,4,6
41.0,0.374,0.849,5.0,-6.812,0,0.0437,0.0231,0.267,0.335,0.644,177.768,292.354,4,2
38.4,0.586,0.559,4.0,-8.6782086024424,1,0.041580000000000006,0.639,0.0025188000000000003,0.0872,0.437,177.945,167.47999998,4,Other
74.0,0.526,0.978,8.0,-5.436,1,0.108,0.00122,4.75e-5,0.0744,0.451,141.167,210.227,4,10
55.0,0.778,0.145,10.0,-11.95,0,0.0503,0.892,4.4e-6,0.126,0.24,109.071,207.936,4,9
34.0,0.789,0.757,6.0,-6.919725185360798,0,0.059699999999999996,0.445,0.028890425999999997,0.19,0.848,139.613,69.857,4,5
52.2,0.54,0.773,2.0,-6.772645027895194,1,0.05628,0.0315,0.23381574600000002,0.176,0.381,130.952,228.387,4,10
41.0,0.5,0.981,7.0,-3.463,1,0.0808,0.000791,0.000105,0.468,0.501,129.904,295.493,4,10
44.4,0.519,0.695,7.0,-7.466963803299999,1,0.07632000000000001,0.00075,0.0021712600000000004,0.0678,0.329,160.152,170.501,4,10
78.0,0.751,0.834,1.0,-5.444,0,0.0437,0.3,1.77e-5,0.355,0.894,95.053,211.15999998,4,9
37.0,0.346,0.594,7.0,-7.44,1,0.0662,0.228,0.00275,0.0964,0.362,176.051,203.728,4,1
46.6,0.518,0.94,10.0,-4.915753710400008,0,0.06544,0.00881,0.13528593800000002,0.26,0.514,85.018,202.64000000000001,4,8
67.6,0.649,0.429,2.0,-10.120058491818398,1,0.05720000000000001,0.231,0.190077,0.164,0.243,92.011,261.53299997999994,4,9
28.6,0.641,0.324,11.0,-11.705318743974397,1,0.03852,0.698,0.22298,0.328,0.273,110.184,185.487,4,9
55.0,0.585,0.556,2.0,-5.075,1,0.0274,0.000686,0.000132,0.151,0.414,142.144,231.722,4,10
51.4,0.575,0.942,11.0,-4.8884679572128,0,0.07002,0.000231,0.09821563999999998,0.14832,0.401,130.056,243.8342,4,8
53.0,0.41,0.568,2.0,-11.673,1,0.0346,0.387,0.102,0.389,0.644,103.026,178.73299998000002,4,Other
58.8,0.742,0.403,9.0,-10.4699493487912,1,0.05016,0.0103,0.0108,0.136,0.485,177.072,187.636,4,9
45.0,0.581,0.752,2.0,-6.965052404684798,1,0.03508,0.081,0.0443716,0.11059999999999999,0.627,111.91,410.52,4,2
18.0,0.529,0.0609,7.0,-18.477490281628782,1,0.156,0.937,0.629,0.102,0.13,99.469,300.132,4,6
60.0,0.555,0.588,10.0,-8.555,0,0.0384,0.443,4.4e-6,0.129,0.41,91.972,283.00000002,4,Other
38.0,0.824,0.929,4.0,-2.343,0,0.0707,0.116,0.000375,0.404,0.854,104.048,244.493,4,5
37.0,0.459,0.835,6.0,-7.653,0,0.149,0.000538,0.000709,0.0779,0.224,121.026,262.16,4,10
18.0,0.691,0.753,11.0,-6.098,0,0.0634,0.000266,0.31,0.107,0.886,157.903,125.68900000000001,4,9
14.0,0.622,0.946,9.0,-2.989,0,0.0407,0.0511,2.78e-5,0.32,0.961,123.996,218.32,4,9
47.0,0.516,0.824,10.0,-10.027,0,0.0363,0.0695,0.753,0.236,0.882,102.044,311.519,4,8
42.0,0.464,0.943,4.0,-4.777,0,0.0338,0.00247,0.452,0.191,0.36,145.004,219.056,4,1
56.0,0.526,0.927,8.0,-3.616,1,0.0578,0.265,0.000394,0.095,0.559,133.997,248.56,4,10
78.0,0.439,0.61,9.0,-7.236,1,0.116,0.593,1.07e-5,0.341,0.172,181.088,215.508,4,9
43.0,0.32,0.869,1.0,-7.341,1,0.0665,0.000113,0.195,0.0961,0.457,121.949,272.093,4,10
32.0,0.598,0.295,10.0,-10.894,1,0.0251,0.448,9.67e-5,0.112,0.3,100.905,176.268,4,6
45.0,0.565,0.505,10.0,-8.708,1,0.0505,0.896,0.000871,0.206,0.878,148.943,110.675,4,10
60.0,0.888,0.54,1.0,-6.071,0,0.134,0.348,0.309,0.0821,0.806,99.992,193.165,4,9
65.0,0.378,0.925,9.0,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525,234.24,4,10
45.0,0.402,0.198,1.0,-15.9,1,0.036,0.916,0.767,0.101,0.144,134.079,185.268,3,Other
53.0,0.872,0.391,9.0,-10.640178358717598,0,0.05612,0.469,0.0074095739999999995,0.10307999999999999,0.437,134.021,252.09879999999998,4,5
77.0,0.526,0.862,2.0,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195.20000000000002,4,10
50.0,0.487,0.582,5.0,-8.938,1,0.0268,0.715,0.301,0.0971,0.271,104.003,278.213,4,1
42.0,0.641,0.679,8.0,-6.358,0,0.03,0.00152,0.00586,0.0775,0.232,110.015,296.72700000000003,4,6
51.0,0.686,0.729,7.0,-4.848,1,0.0298,0.175,0.000833,0.137,0.79,123.546,192.933,4,6
64.0,0.58,0.981,8.0,-2.603,0,0.06,0.0171,1.07e-5,0.386,0.861,134.007,195.667,4,10
46.8,0.883,0.896,7.0,-5.479886169241599,1,0.046340000000000006,0.268,0.00014514200000000001,0.18439999999999998,0.748,93.928,225.2296,4,5
50.0,0.702,0.722,4.0,-7.971,0,0.0417,0.0909,0.025,0.134,0.315,145.959,200.5,4,6
44.0,0.348,0.923,4.0,-3.543,1,0.0623,3.26e-5,0.0862,0.183,0.391,106.152,208.6,4,8
37.2,0.705,0.0613,9.0,-18.46323619231628,1,0.0669,0.994,0.45504,0.0948,0.165,61.45,224.016,4,Other
42.8,0.374,0.971,11.0,-4.475160279901594,0,0.06989999999999999,7.69e-5,0.014679807999999999,0.322,0.701,97.625,227.864,4,10
34.0,0.47,0.907,9.0,-4.486,0,0.0484,0.000616,4.42e-5,0.0908,0.544,81.993,264.493,4,10
46.8,0.869,0.68,1.0,-7.596497459199997,1,0.044700000000000004,0.0416,1.12e-6,0.0914,0.815,85.519,268.4,4,5
61.0,0.603,0.503,2.0,-14.862,1,0.0379,0.29,0.00128,0.135,0.647,168.512,335.84000000000003,4,10
60.4,0.684,0.801,8.0,-6.506362587325599,1,0.03378,0.642,0.0042316,0.375,0.807,111.078,269.669,4,2
26.0,0.602,0.631,2.0,-7.236,1,0.0443,0.335,0.000408,0.369,0.0752,123.018,188.781,4,1
25.0,0.593,0.723,7.0,-11.71,1,0.0302,0.0323,4.23e-5,0.141,0.879,91.596,371.944,4,10
51.0,0.366,0.617,4.0,-9.011,1,0.0317,0.055,0.000226,0.0759,0.127,177.908,240.6,4,10
46.4,0.653,0.576,2.0,-8.517267899545601,1,0.1133,0.000384,0.10858721600000001,0.2092,0.646,100.002,217.75320000000002,4,10
49.6,0.516,0.651,2.0,-7.846987539805599,1,0.06180000000000001,0.0537,0.18394484,0.256,0.483,88.628,186.067,4,6
51.0,0.425,0.951,10.0,-7.324,0,0.088,2.44e-5,0.00526,0.413,0.394,105.106,209.90200000000002,3,10
43.0,0.519,0.771,7.0,-4.874,1,0.0344,0.00048,0.359,0.079,0.597,150.938,258.12,4,10
42.0,0.686,0.286,11.0,-10.216,0,0.0261,0.791,1.18e-5,0.104,0.229,96.994,184.25300000000001,4,9
66.0,0.552,0.564,7.0,-5.941,1,0.0415,0.0686,0.0131,0.34,0.321,164.952,182.0,4,10
35.0,0.286,0.245,7.0,-11.113,1,0.0311,0.0932,0.688,0.166,0.223,83.81,445.293,4,10
31.0,0.7,0.542,9.0,-4.986,1,0.0294,0.0283,0.0977,0.246,0.945,93.981,129.139,4,9
43.8,0.601,0.305,5.0,-12.046594401699998,1,0.04048,0.922,0.001369592,0.0899,0.443,120.021,246.94200000000004,4,Other
46.4,0.278,0.993,11.0,-4.138154442839202,0,0.06708,0.000878,0.000308,0.172,0.116,95.655,292.2,4,8
37.0,0.204,0.912,11.0,-11.849,0,0.0588,1.31e-5,0.117,0.293,0.198,89.338,373.01300000000003,4,8
34.0,0.267,0.738,9.0,-5.541,1,0.0464,0.0419,1.35e-6,0.0812,0.488,161.09,193.067,4,2
48.0,0.621,0.296,3.0,-9.801,1,0.0291,0.805,6.75e-5,0.103,0.257,121.918,294.49900019999995,4,Other
43.8,0.215,0.932,11.0,-5.023399121420795,0,0.05948,0.000112,0.183202692,0.1648,0.449,182.337,280.69259999999997,4,6
36.0,0.552,0.689,10.0,-7.518823663626399,0,0.03814,0.0915,0.23026390000000002,0.27,0.349,99.961,169.773,4,10
26.8,0.405,0.633,5.0,-8.003751938327198,1,0.0285,0.00188,0.00864,0.236,0.273,169.989,234.678,4,1
37.0,0.724,0.892,7.0,-3.785,1,0.0476,0.00624,6.42e-5,0.0706,0.964,128.076,243.62300000000002,4,9
40.0,0.671,0.256,7.0,-13.0174165904896,1,0.0345,0.608,0.001082488,0.0737,0.694,115.871,233.56,4,5
52.2,0.474,0.984,6.0,-4.278584071782397,1,0.09074,0.000301,0.036685463999999994,0.106,0.372,95.025,211.579,4,8
37.0,0.49,0.977,9.0,-4.501,0,0.167,6.38e-6,0.417,0.174,0.203,110.027,228.981,4,8
60.0,0.302,0.854,2.0,-6.619,1,0.0757,0.102,1.45e-6,0.0835,0.589,156.278,244.827,4,6
2.0,0.403,0.395,2.0,-13.661,1,0.049,0.616,0.796,0.513,0.637,139.247,104.46700002000001,4,Other
19.0,0.754,0.92,3.0,-4.484,0,0.05,0.183,0.689,0.187,0.966,147.998,266.133,4,6
39.0,0.469,0.669,2.0,-9.473,1,0.0494,0.0385,0.529,0.0981,0.245,132.005,358.282,4,1
56.6,0.699,0.71,11.0,-7.336818451600001,0,0.07724,0.0588,0.03722885,0.10464,0.557,102.06,221.3478,4,9
51.0,0.227,0.962,7.0,-4.963,1,0.0991,0.103,0.0289,0.24,0.518,161.112,173.56,4,10
45.4,0.635,0.567,11.0,-8.601912966512803,1,0.05486,0.00814,0.008385746,0.081,0.865,165.184,167.017,4,10
36.4,0.606,0.259,1.0,-12.954008804202399,1,0.03902,0.832,0.001071708,0.124,0.457,116.28,320.17300002,4,Other
90.0,0.855,0.463,3.0,-7.454,1,0.0367,0.217,1.77e-5,0.347,0.866,102.931,122.77300020000001,4,9
36.8,0.598,0.791,4.0,-6.602908383037601,0,0.10322,0.867,0.0030401,0.127,0.508,78.666,146.752,4,5
38.0,0.614,0.806,5.0,-9.142,1,0.0679,0.267,0.0796,0.109,0.746,164.074,193.0,4,6
