loudness;energy;acousticness
-9,351;0,383;0,989
-11,082;0,81;0,638
-2,432;0,923;1,95e-5
-10,283;0,641;0,199
-8,201;0,906;2,99e-5
-9,511;0,63;0,0663
-5,94;0,948;2,43e-5
-5,298;0,741;0,0228
-3,717;0,725;0,716
-10,935;0,536;0,0341
-5,706;0,503;0,481
-5,798;0,815;0,00555
-4,35;0,973;2,29e-5
-9,623;0,238;0,663
-4,979;0,807;0,000321
-5,766;0,679;0,107
-8,015;0,832;8,83e-5
-2,728;0,938;0,00156
-2,206;0,942;9,56e-5
-8,41;0,701;0,701
-6,61;0,816;0,168
-6,743;0,554;0,339
-8,721;0,41;0,0954
-3,348;0,855;0,0223
-4,365;0,943;0,074
-2,857;0,952;0,0434
-9,187;0,652;0,143
-12,095;0,795;0,347
-8,171;0,585;0,234
-4,556;0,965;0,000317
-2,506;0,902;0,0336
-4,972;0,909;0,000179
-9,6;0,631;0,00614
-11,148;0,469;0,00675
-7,641;0,872;0,000243
-8,893;0,61;0,642
-9,785;0,584;0,432
-5,878;0,854;0,00467
-9,339;0,388;0,841
-8,008;0,704;0,000155
-5,2;0,845;0,0612
-3,98;0,983;0,000147
-5,565;0,658;0,339
-8,271;0,586;0,000967
-7,479;0,622;0,161
-10,228;0,368;0,587
-4,903;0,78;0,124
-4,652;0,706;0,00933
-7,886;0,819;7,84e-5
-7,272;0,339;0,922
-4,39;0,872;0,00052
-10,91;0,751;0,122
-4,54;0,996;2,69e-5
-11,742;0,149;0,957
-3,99;0,944;0,00265
-4,149;0,806;0,209
-7,93;0,609;0,156
-5,86;0,698;0,0724
-4,788;0,727;0,096
-6,0;0,891;0,121
-15,802;0,218;0,87
-7,086;0,977;0,00147
-9,914;0,554;0,257
-4,939;0,823;0,0117
-5,994;0,691;0,018
-8,971;0,619;0,423
-5,48;0,847;0,000259
-15,23;0,292;0,314
-4,801;0,911;0,0008
-8,961;0,604;0,0478
-8,041;0,554;0,607
-4,632;0,88;0,000211
-4,688;0,504;0,0201
-6,958;0,872;0,00202
-5,259;0,995;0,00258
-9,388;0,269;0,626
-14,668;0,219;0,935
-9,214;0,302;0,629
-3,049;0,921;0,00143
-12,698;0,365;0,0212
-11,548;0,678;0,103
-10,788;0,669;0,819
-4,948;0,864;0,000753
-5,082;0,977;0,000618
-9,068;0,663;0,0945
-5,364;0,848;0,0628
-12,551;0,223;0,919
-13,748;0,227;0,865
-13,169;0,65;0,00254
-1,906;0,974;5,91e-5
-3,809;0,947;1,02e-5
-2,553;0,872;0,0495
-6,89;0,813;0,0765
-8,81;0,587;0,0437
-8,141;0,51;0,0179
-5,927;0,43;0,824
-4,567;0,674;0,354
-8,704;0,669;0,253
-12,391;0,253;0,882
-8,896;0,762;0,0123
-8,563;0,522;0,84
-3,997;0,861;0,000218
-1,841;0,958;0,0252
-11,092;0,239;0,942
-6,563;0,693;0,293
-7,236;0,605;0,143
-6,042;0,952;0,000373
-10,654;0,393;0,0577
-4,606;0,874;0,000166
-6,215;0,852;0,214
-5,625;0,876;0,0244
-10,494;0,355;0,985
-4,706;0,801;0,135
-6,048;0,508;0,273
-5,453;0,798;0,000129
-4,532;0,866;0,0191
-11,803;0,371;0,768
-15,119;0,243;0,867
-5,309;0,881;4,93e-6
-6,05;0,574;0,858
-4,369;0,98;2,45e-5
-6,478;0,631;0,0483
-7,189;0,571;0,0624
-6,228;0,811;0,144
-8,143;0,277;0,572
-14,6;0,505;0,242
-9,092;0,488;0,873
-12,691;0,703;0,358
-9,31;0,737;0,0769
-5,641;0,645;0,0602
-6,083;0,818;0,00335
-2,722;0,969;2,06e-5
-11,011;0,604;0,218
-6,504;0,953;0,0546
-7,95;0,754;0,00154
-5,544;0,751;0,000213
-6,815;0,9;0,00539
-3,033;0,943;6,13e-5
-5,23;0,778;0,38
-4,24;0,965;0,000676
-7,264;0,903;0,000298
-7,122;0,777;0,0078
-9,464;0,597;0,0759
-8,575;0,772;0,000491
-10,788;0,352;0,673
-12,049;0,731;0,0487
-8,513;0,526;0,0069
-7,518;0,923;0,0473
-4,439;0,852;0,000697
-6,925;0,523;0,222
-7,576;0,679;0,000244
-5,757;0,752;0,035
-8,555;0,621;0,384
-6,28;0,787;0,791
-10,131;0,725;0,00681
-6,259;0,861;0,00735
-3,866;0,974;0,000266
-8,213;0,665;0,000486
-5,839;0,678;0,54
-7,007;0,69;0,529
-6,858;0,546;0,625
-6,821;0,862;2,28e-5
-9,1;0,449;0,779
-3,174;0,947;0,0142
-8,522;0,578;0,0987
-5,551;0,706;0,0578
-4,096;0,932;0,000221
-8,975;0,485;0,234
-5,104;0,723;0,0151
-6,078;0,598;0,0349
-8,123;0,579;0,128
-14,619;0,433;0,668
-3,424;0,862;0,0076
-6,6;0,621;0,0651
-5,51;0,838;0,000951
-4,442;0,956;0,00124
-1,641;0,981;2,45e-5
-4,246;0,81;0,000376
-9,643;0,535;0,139
-9,315;0,924;0,013
-7,087;0,357;0,434
-8,546;0,385;0,312
-12,348;0,348;0,333
-7,427;0,903;0,0218
-3,774;0,917;0,0246
-4,889;0,866;0,000601
-7,328;0,801;0,00316
-6,156;0,712;0,0102
-3,369;0,924;0,0175
-8,85;0,542;0,149
-4,115;0,902;7,32e-5
-6,549;0,741;0,524
-6,403;0,676;0,0662
-15,76;0,303;0,386
-13,79;0,315;0,588
-3,871;0,931;0,00076
-5,666;0,662;0,081
-5,166;0,932;0,0105
-4,409;0,904;0,275
-9,327;0,567;0,346
-4,748;0,662;0,396
-4,496;0,821;0,0276
-8,373;0,408;0,756
-7,604;0,648;0,012
-6,631;0,795;0,203
-8,464;0,339;0,984
-6,711;0,825;0,000785
-4,48;0,924;0,00033
-6,347;0,914;0,00113
-7,711;0,964;0,00549
-7,73;0,595;0,105
-5,573;0,939;0,0471
-12,074;0,513;0,591
-4,946;0,78;0,0471
-6,995;0,992;0,107
-10,229;0,348;0,255
-8,165;0,891;0,00678
-15,352;0,2;0,95
-10,27;0,494;0,428
-4,627;0,977;4,97e-5
-5,367;0,763;0,65
-7,05;0,624;0,53
-8,163;0,595;0,00555
-14,981;0,651;0,142
-6,267;0,9;0,0447
-4,175;0,833;0,104
-4,403;0,835;0,63
-4,529;0,895;0,354
-10,552;0,253;0,868
-5,59;0,864;0,000119
-8,258;0,743;0,258
-13,051;0,608;0,000746
-7,749;0,504;0,0171
-3,943;0,859;0,000209
-6,203;0,598;0,042
-8,097;0,716;0,000318
-6,194;0,599;0,519
-6,515;0,92;0,226
-11,354;0,321;0,528
-7,908;0,794;6,98e-5
-7,174;0,5;0,0027
-11,534;0,379;0,886
-7,348;0,535;0,465
-8,532;0,868;0,000776
-4,774;0,969;1,87e-5
-4,835;0,727;0,0231
-9,556;0,63;0,00131
-6,251;0,729;0,0206
-14,608;0,141;0,0372
-4,361;0,763;0,15
-2,552;0,944;9,04e-6
-6,215;0,852;0,214
-4,025;0,919;1,83e-5
-15,589;0,149;0,675
-14,755;0,282;0,35
-7,187;0,677;0,3
-5,128;0,888;0,132
-5,221;0,873;0,055
-9,166;0,573;0,00026
-6,069;0,821;0,0458
-12,294;0,694;0,00866
-9,308;0,411;0,701
-5,186;0,942;0,141
-7,476;0,408;0,837
-10,434;0,703;0,397
-12,824;0,472;0,221
-2,693;0,985;0,00592
-9,922;0,618;0,00137
-10,549;0,317;0,917
-7,432;0,709;0,349
-10,418;0,323;0,923
-5,717;0,741;0,121
-8,97;0,365;0,136
-2,603;0,981;0,0171
-13,707;0,257;0,673
-9,038;0,515;0,0339
-2,087;0,915;0,00593
-5,825;0,813;0,0019
-3,485;0,988;6,17e-5
-7,011;0,678;0,114
-3,565;0,987;0,000506
-3,735;0,938;0,00148
-7,949;0,696;0,114
-8,855;0,654;0,0205
-6,058;0,899;0,000238
-6,904;0,993;5,59e-5
-7,631;0,66;0,0148
-7,061;0,783;0,0205
-9,494;0,668;0,218
-3,857;0,95;0,000356
-4,425;0,919;0,0108
-15,572;0,303;0,664
-9,215;0,851;0,0351
-1,163;0,963;1,35e-6
-14,21;0,319;0,738
-6,422;0,821;0,00918
-10,188;0,792;0,0129
-15,774;0,162;0,994
-8,258;0,845;0,549
-4,568;0,956;0,000233
-3,768;0,988;0,0334
-13,192;0,442;0,658
-2,332;0,947;0,000148
-9,532;0,635;0,0356
-5,213;0,942;0,00198
-7,381;0,704;0,0154
-7,335;0,485;0,175
-3,79;0,989;1,91e-5
-9,446;0,706;0,00263
-8,37;0,655;0,499
-5,362;0,969;1,49e-5
-7,615;0,649;0,108
-7,283;0,779;0,118
-5,544;0,751;0,000213
-3,203;0,973;0,000756
-4,818;0,797;0,123
-3,85;0,951;1,42e-5
-10,456;0,847;0,0791
-5,476;0,617;0,00774
-12,099;0,0424;0,996
-4,818;0,797;0,123
-3,604;0,958;0,00592
-5,682;0,687;0,193
-13,037;0,479;0,796
-8,432;0,567;0,00177
-6,999;0,776;0,0423
-8,377;0,288;0,879
-11,077;0,494;0,403
-4,523;0,916;0,0829
-5,399;0,943;7,95e-5
-8,622;0,38;0,715
-14,953;0,368;0,236
-5,627;0,796;0,000563
-3,442;0,846;0,0672
-10,953;0,318;0,78
-2,563;0,968;1,29e-5
-4,886;0,939;0,000456
-6,499;0,952;0,00442
-10,593;0,816;0,237
-4,933;0,711;0,000204
-10,942;0,765;0,000548
-6,933;0,936;4,8e-5
-9,995;0,457;0,517
-7,981;0,694;0,0621
-4,559;0,833;0,00226
-5,589;0,798;0,136
-5,404;0,873;0,202
-8,01;0,56;0,416
-12,982;0,16;0,8
-5,959;0,966;2,7e-5
-5,52;0,748;0,0575
-3,369;0,949;0,00501
-5,851;0,848;0,000368
-7,545;0,672;0,00137
-6,397;0,817;0,399
-5,915;0,654;0,469
-7,485;0,845;0,00114
-7,013;0,746;0,00583
-4,912;0,746;0,366
-13,677;0,572;0,00689
-7,472;0,512;0,509
-6,169;0,616;0,0117
-11,706;0,562;0,877
-6,25;0,713;0,227
-6,599;0,487;0,834
-9,751;0,562;0,654
-8,597;0,639;0,0831
-9,147;0,494;0,407
-9,388;0,771;0,0215
-9,386;0,349;0,718
-11,577;0,26;0,84
-6,485;0,763;0,123
-14,06;0,628;0,247
-5,104;0,723;0,0151
-8,241;0,805;9,93e-5
-2,914;0,888;0,000164
-11,783;0,694;0,00299
-9,543;0,609;0,717
-2,271;0,961;0,00187
-9,713;0,65;0,946
-6,227;0,817;0,00652
-9,309;0,666;0,297
-6,446;0,526;0,0311
-7,479;0,59;0,533
-5,307;0,948;0,00936
-3,175;0,91;0,00956
-4,449;0,932;0,00124
-7,805;0,691;0,0142
-4,767;0,925;0,017
-7,393;0,502;0,119
-7,215;0,749;0,599
-5,95;0,857;0,000398
-4,49;0,986;0,0196
-7,634;0,944;0,00112
-7,712;0,473;0,446
-4,525;0,936;8,53e-6
-7,742;0,601;0,448
-9,486;0,331;0,177
-15,172;0,269;0,626
-9,897;0,787;0,0163
-6,046;0,824;0,0136
-5,139;0,832;2,9e-5
-3,364;0,775;0,00433
-4,153;0,971;2,74e-5
-10,491;0,634;0,203
-6,395;0,828;0,0411
-13,55;0,388;0,675
-7,113;0,661;2,29e-5
-11,264;0,411;0,45
-3,578;0,947;0,09
-7,373;0,397;0,356
-10,468;0,206;0,835
-8,046;0,863;1,58e-5
-9,453;0,761;0,0685
-10,068;0,932;0,013
-6,697;0,947;0,000177
-14,041;0,067;0,976
-4,912;0,694;0,0573
-4,777;0,943;0,00247
-6,681;0,795;0,000396
-3,025;0,927;0,283
-13,172;0,418;0,788
-9,965;0,585;0,128
-7,489;0,363;0,0126
-4,969;0,845;0,000103
-9,231;0,621;0,0238
-9,286;0,469;0,31
-5,367;0,984;1,58e-5
-9,27;0,782;0,0661
-5,928;0,743;0,0343
-4,642;0,755;0,006
-7,647;0,53;0,0589
-5,16;0,845;0,555
-5,158;0,939;0,000642
-5,598;0,738;0,202
-8,007;0,614;0,00118
-6,592;0,886;0,00158
-6,271;0,794;0,0295
-6,16;0,734;0,0755
-9,273;0,621;0,0144
-3,762;0,967;0,000232
-9,412;0,456;0,637
-5,919;0,813;0,12
-7,617;0,757;0,0237
-12,814;0,211;0,792
-11,073;0,518;0,033
-10,879;0,475;0,00292
-7,369;0,648;0,0506
-7,164;0,567;0,232
-13,978;0,237;0,89
-12,633;0,247;0,896
-8,232;0,568;0,655
-6,886;0,902;0,00131
-10,179;0,501;0,0984
-11,568;0,389;0,239
-5,005;0,923;0,011
-9,454;0,766;0,0492
-13,6;0,529;0,0629
-4,007;0,99;0,0033
-6,154;0,81;0,0324
-4,835;0,982;0,000224
-10,345;0,485;0,145
-8,806;0,601;0,0832
-5,079;0,977;1,12e-5
-5,013;0,903;0,00963
-7,399;0,548;0,203
-7,213;0,947;7,97e-6
-3,933;0,816;0,144
-11,061;0,884;0,000653
-2,673;0,945;0,245
-6,445;0,844;0,00757
-5,059;0,769;3,93e-5
-5,189;0,971;0,0057
-4,047;0,869;0,00182
-6,977;0,548;0,784
-5,846;0,781;0,142
-7,016;0,74;0,0555
-9,393;0,562;0,749
-4,115;0,979;2,43e-5
-4,121;0,989;8,35e-5
-4,263;0,941;0,000813
-11,031;0,667;0,614
-9,369;0,377;0,326
-1,205;0,991;0,00081
-10,679;0,643;0,395
-5,205;0,883;0,000136
-3,646;0,824;0,00658
-5,394;0,953;0,000203
-7,014;0,97;4,07e-6
-14,793;0,207;0,85
-11,782;0,397;0,548
-9,121;0,788;0,0841
-5,737;0,51;0,0762
-4,174;0,886;2,58e-5
-8,933;0,464;0,39
-4,382;0,835;0,00682
-4,126;0,772;0,0541
-6,157;0,659;0,00232
-12,746;0,73;0,423
-7,078;0,523;0,372
-7,763;0,66;0,156
-7,392;0,946;0,000277
-6,924;0,551;0,0818
-10,34;0,277;0,634
-5,42;0,9;0,00085
-13,498;0,142;0,96
-5,0;0,917;8,13e-5
-7,93;0,47;0,0153
-12,488;0,267;0,744
-5,701;0,798;0,00305
-6,875;0,936;2,28e-6
-7,262;0,638;0,125
-7,812;0,497;0,0097
-6,362;0,948;0,0228
-7,636;0,392;0,649
-5,881;0,872;0,000119
-13,831;0,518;0,604
-5,312;0,941;0,000226
-6,635;0,61;0,446
-13,212;0,207;0,989
-4,911;0,892;0,00749
-5,285;0,91;0,000125
-6,95;0,909;3,0e-5
-6,547;0,74;0,152
-11,941;0,851;0,00017
-4,186;0,99;0,000524
-14,32;0,205;0,973
-11,152;0,573;0,604
-13,673;0,101;0,761
-7,047;0,866;0,113
-9,158;0,862;0,012
-3,334;0,962;0,000515
-14,275;0,527;0,108
-6,736;0,594;0,0736
-9,741;0,711;0,579
-5,957;0,859;0,0334
-5,993;0,89;7,17e-5
-10,556;0,493;0,139
-7,628;0,567;0,336
-7,125;0,983;7,46e-6
-6,099;0,546;0,687
-7,409;0,53;0,000113
-5,438;0,776;0,00114
-11,962;0,283;0,876
-7,118;0,831;0,138
-12,767;0,398;0,0857
-5,286;0,852;0,000289
-5,575;0,959;0,00333
-11,919;0,696;0,00154
-3,829;0,873;0,0619
-11,238;0,424;0,87
-8,139;0,824;0,00726
-8,857;0,461;0,496
-8,497;0,756;0,0321
-5,672;0,779;0,0808
-3,125;0,982;0,0221
-6,442;0,852;0,0175
-4,008;0,913;0,408
-5,484;0,499;0,0886
-3,916;0,816;0,0416
-7,641;0,518;0,425
-8,069;0,573;0,902
-4,179;0,651;0,0251
-5,002;0,873;0,356
-6,708;0,608;0,119
-7,08;0,909;0,135
-9,665;0,721;0,0773
-3,789;0,439;0,273
-9,564;0,3;0,777
-6,608;0,483;0,00233
-13,415;0,578;0,382
-15,72;0,264;0,16
-6,471;0,729;0,181
-8,764;0,427;0,0546
-9,238;0,812;0,768
-4,316;0,752;0,0112
-11,845;0,439;0,222
-15,949;0,233;0,892
-4,93;0,975;2,41e-5
-4,871;0,94;0,000227
-8,081;0,308;0,824
-4,023;0,783;0,449
-11,098;0,706;0,00214
-7,474;0,621;0,00591
-3,391;0,954;0,000211
-12,104;0,523;0,269
-6,905;0,703;0,525
-5,806;0,764;0,00265
-5,346;0,913;6,46e-5
-5,697;0,783;0,0038
-7,893;0,776;0,23
-3,922;0,946;0,000116
-7,058;0,611;0,473
-4,361;0,763;0,15
-3,435;0,953;0,00148
-5,862;0,869;0,154
-7,406;0,868;0,000159
-6,093;0,966;0,000296
-7,867;0,699;0,039
-9,179;0,5;0,104
-3,236;0,929;0,0714
-7,089;0,675;0,106
-14,968;0,0783;0,956
-4,523;0,96;0,288
-5,648;0,882;0,143
-12,356;0,679;0,424
-7,861;0,701;0,000253
-6,149;0,893;0,0609
-9,822;0,735;0,00596
-4,824;0,89;0,000156
-8,555;0,621;0,384
-3,463;0,959;2,54e-5
-6,153;0,712;0,0013
-6,133;0,891;0,000144
-3,541;0,971;5,49e-5
-7,418;0,523;0,0792
-4,124;0,909;1,56e-5
-5,459;0,949;5,31e-5
-8,405;0,428;0,52
-9,951;0,44;0,0663
-5,707;0,667;1,12e-5
-5,04;0,975;2,67e-6
-7,184;0,793;0,00853
-11,391;0,753;0,308
-5,638;0,667;0,044
-3,661;0,934;0,0468
-10,492;0,272;0,324
-6,199;0,563;0,214
-4,984;0,913;0,00392
-9,941;0,485;0,3
-13,382;0,528;0,22
-13,927;0,499;0,166
-7,451;0,576;0,109
-5,631;0,745;0,358
-14,454;0,225;0,902
-12,01;0,35;0,605
-4,15;0,723;0,00614
-9,249;0,604;0,365
-5,139;0,832;2,9e-5
-11,252;0,531;0,394
-4,043;0,984;7,71e-5
-5,759;0,91;4,12e-5
-15,138;0,25;0,911
-5,325;0,786;0,212
-14,361;0,127;0,754
-5,747;0,751;0,00604
-4,682;0,894;3,45e-5
-10,505;0,407;0,0769
-10,841;0,297;0,717
-3,4;0,957;0,0102
-5,755;0,616;0,14
-3,312;0,985;8,91e-5
-6,912;0,941;0,136
-7,529;0,801;0,0338
-7,291;0,709;0,0149
-7,116;0,851;0,00364
-7,521;0,644;0,28
-9,161;0,74;0,0666
-9,507;0,658;0,000788
-6,662;0,896;0,0108
-4,225;0,74;0,201
-7,656;0,579;0,0414
-5,706;0,917;0,000168
-6,74;0,82;0,00546
-6,804;0,66;0,0283
-5,797;0,711;0,0111
-7,283;0,97;0,000263
-4,556;0,912;2,55e-5
-6,629;0,957;0,000982
-9,122;0,21;0,891
-13,569;0,532;3,4e-5
-7,983;0,417;0,598
-3,501;0,904;0,00141
-8,287;0,876;1,38e-5
-12,444;0,286;0,41
-7,122;0,681;0,00971
-6,726;0,76;0,00165
-6,838;0,504;0,643
-3,91;0,828;0,00175
-10,092;0,504;0,345
-4,798;0,76;0,00245
-7,31;0,669;0,0148
-2,811;0,913;0,0206
-8,553;0,49;0,323
-5,469;0,855;0,000516
-7,23;0,519;0,0571
-9,304;0,748;0,0334
-4,774;0,778;0,000201
-3,814;0,893;0,131
-7,243;0,322;0,729
-5,653;0,905;0,00172
-6,354;0,667;0,0038
-4,975;0,78;0,00753
-7,314;0,603;0,00031
-7,619;0,827;0,00434
-4,676;0,95;0,00126
-6,049;0,716;0,599
-5,853;0,751;0,0177
-3,349;0,967;0,537
-5,436;0,577;0,708
-12,434;0,355;0,512
-15,327;0,307;0,783
-2,81;0,807;0,0495
-6,025;0,497;0,108
-14,035;0,231;0,924
-5,734;0,91;0,00136
-3,912;0,905;0,000852
-6,317;0,859;0,205
-10,901;0,205;0,899
-5,133;0,906;0,0158
-11,083;0,397;0,225
-6,248;0,97;0,00354
-4,724;0,948;0,00018
-6,983;0,875;0,366
-4,196;0,782;0,356
-4,487;0,836;0,132
-5,708;0,865;0,00664
-7,217;0,63;0,0419
-8,538;0,615;0,452
-4,851;0,823;0,0029
-6,499;0,841;0,229
-2,125;0,963;0,0334
-6,355;0,799;0,0408
-6,908;0,678;0,0814
-2,409;0,948;0,000157
-5,643;0,732;0,195
-10,989;0,571;0,2
-8,196;0,846;0,0531
-2,855;0,946;0,00781
-7,909;0,881;2,45e-5
-13,057;0,229;0,531
-11,782;0,383;0,0724
-5,956;0,549;0,386
0,101;0,992;0,00101
-4,866;0,914;0,000873
-6,231;0,884;1,89e-5
-4,197;0,884;0,00019
-4,195;0,636;0,512
-3,611;0,906;0,0079
-10,228;0,368;0,587
-4,395;0,946;0,0122
-10,503;0,552;8,02e-5
-13,407;0,341;0,558
-5,454;0,835;0,0311
-7,196;0,54;0,625
-3,405;0,699;0,69
-7,955;0,576;0,376
-7,163;0,639;0,359
-6,48;0,862;0,000248
-7,839;0,86;0,262
-9,314;0,726;0,000772
-10,425;0,699;0,0159
-14,745;0,49;0,111
-5,221;0,79;0,303
-5,086;0,833;0,0272
-8,92;0,416;0,262
-8,747;0,445;0,579
-3,984;0,855;0,515
-8,32;0,704;0,0104
-10,683;0,792;0,858
-6,869;0,318;0,0353
-7,085;0,653;0,42
-11,471;0,462;0,887
-4,564;0,963;0,000306
-11,095;0,481;0,651
-10,713;0,4;0,863
-6,044;0,987;2,14e-6
-7,683;0,654;0,00732
-15,948;0,195;0,887
-5,863;0,931;0,00318
-7,03;0,56;0,0688
-7,308;0,798;0,0927
-4,666;0,867;0,0108
-8,142;0,789;0,0687
-5,687;0,703;0,368
-7,166;0,623;0,0103
-7,489;0,576;0,289
-7,758;0,658;0,643
-4,581;0,927;0,0683
-6,887;0,76;0,00629
-11,098;0,706;0,00214
-7,56;0,415;0,846
-7,428;0,614;0,0161
-10,732;0,417;0,666
-6,987;0,837;0,45
-4,833;0,911;0,0315
-5,219;0,774;0,00335
-5,284;0,66;0,362
-4,505;0,992;8,41e-6
-3,674;0,856;0,000202
-3,796;0,87;0,00379
-8,725;0,52;0,0228
-6,977;0,592;0,0195
-9,942;0,889;0,111
-9,829;0,377;0,441
-4,123;0,917;0,015
-6,749;0,763;0,00786
-6,448;0,836;0,000195
-5,214;0,846;0,0538
-6,053;0,787;0,000279
-3,508;0,745;0,151
-1,717;0,789;0,000537
-8,794;0,719;0,0146
-6,576;0,929;2,03e-6
-5,315;0,349;0,206
-5,003;0,81;1,37e-5
-5,101;0,979;0,00655
-3,541;0,9;0,000102
-11,324;0,341;0,854
-10,232;0,508;0,732
-5,672;0,922;0,479
-9,1;0,924;0,00011
-9,153;0,363;0,185
-4,877;0,945;0,000281
-5,935;0,809;0,1
-4,019;0,81;0,00805
-10,109;0,334;0,128
-6,916;0,863;0,000228
-6,823;0,686;0,116
-9,157;0,611;0,251
-9,342;0,476;0,619
-6,367;0,95;0,00577
-7,527;0,581;1,72e-5
-3,765;0,985;0,000411
-5,192;0,724;0,102
-9,638;0,486;0,253
-5,763;0,58;0,159
-10,912;0,823;0,353
-4,363;0,827;0,000307
-10,426;0,374;0,0878
-12,212;0,556;0,0336
-9,382;0,574;0,245
-6,39;0,862;0,0061
-9,244;0,518;0,0481
-4,975;0,78;0,00753
-13,817;0,272;0,458
-12,486;0,742;0,00455
-9,796;0,357;0,616
-6,162;0,67;0,000183
-6,882;0,844;0,000259
-8,101;0,485;0,244
-4,768;0,797;0,0733
-6,939;0,62;0,359
-7,523;0,871;0,07
-4,995;0,964;3,7e-5
-7,459;0,315;0,675
-7,275;0,69;0,0325
-5,84;0,711;0,000763
-9,116;0,571;0,378
-7,372;0,931;0,000749
-7,428;0,614;0,0161
-10,155;0,117;0,972
-4,128;0,701;0,381
-9,116;0,483;0,136
-5,847;0,992;1,61e-6
-5,612;0,771;0,28
-9,76;0,758;0,00915
-5,137;0,9;0,000656
-8,489;0,626;0,848
-4,722;0,866;1,42e-6
-6,382;0,895;0,083
-5,938;0,523;0,514
-10,669;0,404;0,573
-8,865;0,543;0,579
-13,448;0,497;0,279
-8,35;0,567;0,247
-5,838;0,827;0,00148
-4,591;0,792;5,52e-5
-15,891;0,162;0,911
-3,374;0,621;0,0188
-4,127;0,85;0,0192
-5,501;0,895;0,00811
-6,883;0,639;0,0924
-14,382;0,108;0,935
-3,031;0,984;3,93e-5
-12,103;0,241;0,596
-7,068;0,57;0,056
-8,087;0,713;0,121
-11,224;0,811;0,0616
-7,56;0,959;0,519
-11,525;0,296;0,797
-5,27;0,578;0,0248
-12,135;0,571;0,864
-9,106;0,573;0,568
-5,367;0,826;0,0132
-3,522;0,947;0,00108
-6,787;0,939;0,0173
-7,78;0,526;0,735
-7,644;0,909;0,000109
-8,161;0,42;0,19
-13,997;0,246;0,91
-4,592;0,865;0,000111
-5,875;0,756;0,00025
-4,997;0,9;0,0134
-6,117;0,911;0,0139
-3,435;0,953;0,00148
-1,163;0,963;1,35e-6
-9,914;0,701;0,000405
-6,085;0,934;0,000121
-11,948;0,437;0,487
-7,412;0,862;0,0322
-9,104;0,689;0,038
-7,726;0,236;0,981
-9,047;0,654;8,95e-5
-12,877;0,423;0,763
-3,816;0,972;0,000193
-5,952;0,689;0,0701
-2,803;0,945;3,88e-5
-6,485;0,641;0,478
-5,435;0,861;0,211
-8,192;0,813;0,0455
-5,099;0,683;0,0485
-5,008;0,914;8,48e-6
-5,852;0,722;0,47
-6,419;0,764;0,0258
-4,936;0,953;0,00018
-7,44;0,537;0,000135
-5,818;0,538;0,608
-9,687;0,268;0,839
-3,904;0,85;0,346
-14,152;0,251;0,9
-3,02;0,865;0,00986
-13,129;0,307;0,663
-2,985;0,855;0,00049
-14,981;0,651;0,142
-6,315;0,933;0,000311
-7,767;0,51;0,171
-8,018;0,733;0,44
-12,289;0,209;0,77
-7,327;0,655;0,059
-3,213;0,925;0,0797
-9,131;0,567;0,171
-10,192;0,172;0,202
-5,205;0,918;0,015
-6,019;0,903;0,00592
-12,165;0,41;0,174
-11,794;0,167;0,786
-5,852;0,77;0,00596
-8,276;0,589;0,000617
-8,295;0,673;0,0206
-4,588;0,817;0,0379
-5,118;0,813;0,000318
-6,159;0,567;0,000114
-10,837;0,26;0,633
-7,931;0,883;0,00185
-5,41;0,877;0,121
-8,276;0,728;0,0553
-7,182;0,959;5,08e-6
-5,791;0,887;0,000156
-11,186;0,217;0,493
-7,34;0,792;0,0562
-13,126;0,661;0,414
-13,158;0,502;0,747
-3,374;0,929;0,0562
-4,957;0,966;0,000577
-5,843;0,734;0,0724
-8,708;0,871;0,0229
-4,741;0,906;0,0796
-2,371;0,981;0,00166
-5,973;0,636;0,174
-9,937;0,64;0,00249
-5,855;0,971;0,0148
-5,295;0,791;0,000216
-5,589;0,711;0,0245
-6,926;0,932;0,208
-2,983;0,942;0,299
-4,544;0,933;0,00028
-4,632;0,945;0,000226
-14,063;0,648;0,0203
-5,324;0,978;0,0555
-10,71;0,912;0,00162
-4,694;0,576;0,212
-8,573;0,852;0,0241
-3,106;0,505;0,00373
-5,459;0,746;0,00192
-7,445;0,679;0,0151
-4,926;0,914;0,00246
-9,152;0,901;0,0457
-2,362;0,882;0,00435
-7,475;0,951;5,24e-6
-7,745;0,736;0,00447
-9,951;0,903;4,03e-5
-4,367;0,947;0,000221
-10,065;0,631;0,19
-5,878;0,941;0,0111
-6,314;0,978;0,00016
-11,327;0,554;0,925
-4,233;0,968;2,54e-5
-4,557;0,956;0,00465
-6,986;0,42;0,0146
-3,669;0,971;2,64e-5
-7,537;0,658;0,00534
-7,343;0,659;0,526
-7,205;0,915;0,00444
-5,537;0,754;0,000898
-7,157;0,68;0,186
-5,84;0,583;0,0242
-11,774;0,461;0,798
-7,838;0,458;0,758
-8,321;0,407;0,902
-6,347;0,846;0,000819
-10,011;0,488;0,302
-4,344;0,691;0,00114
-12,848;0,292;0,987
-5,558;0,963;0,000651
-4,455;0,931;0,000277
-4,208;0,798;0,0581
-15,159;0,204;0,717
-10,668;0,719;0,0367
-8,433;0,463;0,208
-4,573;0,967;0,00309
-7,495;0,51;0,392
-10,294;0,668;0,106
-7,596;0,532;0,186
-4,118;0,862;7,5e-6
-7,447;0,626;0,0121
-5,232;0,721;0,136
-5,464;0,797;0,0289
